date,PC1,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC2,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC3,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC4,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC5,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC6,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC7,PC8,PC9
2017-08-01,-1440.2145860315293,-7.149054364288384,-0.47910382500866167,0.09670959494263909,16.86038733515494,-0.5657333326943256,-0.026788229963046528,-0.0045439076435336845,-0.08018517867716302,-6.11283626825767,-0.25476472034539976,111.86388075601901,10.42031235070445,15.619555776488307,-0.25636558994159064,6.352292757888234e-4,0.32970057899202876,0.22812520754210042,-0.09129919598207842,-0.16820519368267298,0.06794691448734175,-0.07638513907352146,52.4193001238945,0.5184959107721101,0.2722160302924983,0.3515722445003052,0.6082503207703388,0.401568406346347,0.10862245845068655,0.03217472025201822,-0.5218251314370813,0.1315252570898547,-0.12657908528544198,20.307721727259683,-0.39480050582715204,-0.27163969441301894,-0.07715548755003547,0.1447707659266884,-0.6341518242964063,0.3469041714778235,-0.03282837012101987,0.21361080070024835,-0.540445857582117,-0.10678251858209269,9.963648596070193,-0.10705497794015816,-0.18686339138829008,-0.13675332279189978,-0.3462561185029807,0.10086521667704472,0.3370724546006008,-0.1093249173610353,0.026753969326016192,-0.028261150396440716,0.18439694095076067,1.9497724357551114,-0.03463320843337174,-0.05544392206768726,0.03620606982507689,0.16626397228457734,-0.022442697831398968,0.04470158726918745,-0.030002531146167646,-39.203329157046745,-10.345687297088913,-3.923449523520606
2017-09-01,-1440.2145860315293,3.7492865517634426,-0.47910382500866167,0.09670959494263909,18.524848685829255,-0.5657333326943256,-0.026788229963046528,-0.0045439076435336845,-0.08018517867716302,2.60537247626638,-8.598717496273963,115.61517889506305,17.913088961657643,12.372797472036368,-0.25636558994159064,6.352292757888234e-4,0.32970057899202876,0.22812520754210042,-0.09129919598207842,-0.16820519368267298,0.06794691448734175,-0.07638513907352146,69.00562099617463,0.5184959107721101,0.2722160302924983,0.3515722445003052,0.6082503207703388,0.401568406346347,0.10862245845068655,0.03217472025201822,-0.5218251314370813,0.1315252570898547,-0.12657908528544198,18.033486490418696,-0.39480050582715204,-0.27163969441301894,-0.07715548755003547,0.1447707659266884,-0.6341518242964063,0.3469041714778235,-0.03282837012101987,0.21361080070024835,-0.540445857582117,-0.10678251858209269,44.17769817770265,-0.10705497794015816,-0.18686339138829008,-0.13675332279189978,-0.3462561185029807,0.10086521667704472,0.3370724546006008,-0.1093249173610353,0.026753969326016192,-0.028261150396440716,0.18439694095076067,1.9497724357551114,-0.03463320843337174,-0.05544392206768726,0.03620606982507689,0.16626397228457734,-0.022442697831398968,0.04470158726918745,-0.030002531146167646,-5.912173006770622,4.078052443823305,-32.294886374280594
2017-10-01,-1440.2145860315293,6.733498973666319,-0.47910382500866167,0.09670959494263909,16.430037109662894,-0.5657333326943256,-0.026788229963046528,-0.0045439076435336845,-0.08018517867716302,6.910712476124189,-4.257633204089725,119.36647703410708,8.702204754851596,1.9088625879370333,-0.25636558994159064,6.352292757888234e-4,0.32970057899202876,0.22812520754210042,-0.09129919598207842,-0.16820519368267298,0.06794691448734175,-0.07638513907352146,85.59194186845477,0.5184959107721101,0.2722160302924983,0.3515722445003052,0.6082503207703388,0.401568406346347,0.10862245845068655,0.03217472025201822,-0.5218251314370813,0.1315252570898547,-0.12657908528544198,22.958093150196365,-0.39480050582715204,-0.27163969441301894,-0.07715548755003547,0.1447707659266884,-0.6341518242964063,0.3469041714778235,-0.03282837012101987,0.21361080070024835,-0.540445857582117,-0.10678251858209269,62.90177757324969,-0.10705497794015816,-0.18686339138829008,-0.13675332279189978,-0.3462561185029807,0.10086521667704472,0.3370724546006008,-0.1093249173610353,0.026753969326016192,-0.028261150396440716,0.18439694095076067,1.9497724357551114,-0.03463320843337174,-0.05544392206768726,0.03620606982507689,0.16626397228457734,-0.022442697831398968,0.04470158726918745,-0.030002531146167646,-45.115658348042,-1.3108209779515532,-32.81155462642404
2017-11-01,-1440.2145860315293,-0.7423097429968166,-0.47910382500866167,0.09670959494263909,1.6879859454389514,-0.5657333326943256,-0.026788229963046528,-0.0045439076435336845,-0.08018517867716302,2.1290289752511313,0.9036251752766999,123.11777517315112,2.964264929959306,-0.947408040046616,-0.25636558994159064,6.352292757888234e-4,0.32970057899202876,0.22812520754210042,-0.09129919598207842,-0.16820519368267298,0.06794691448734175,-0.07638513907352146,102.1782627407349,0.5184959107721101,0.2722160302924983,0.3515722445003052,0.6082503207703388,0.401568406346347,0.10862245845068655,0.03217472025201822,-0.5218251314370813,0.1315252570898547,-0.12657908528544198,21.65770494299803,-0.39480050582715204,-0.27163969441301894,-0.07715548755003547,0.1447707659266884,-0.6341518242964063,0.3469041714778235,-0.03282837012101987,0.21361080070024835,-0.540445857582117,-0.10678251858209269,86.286164565964,-0.10705497794015816,-0.18686339138829008,-0.13675332279189978,-0.3462561185029807,0.10086521667704472,0.3370724546006008,-0.1093249173610353,0.026753969326016192,-0.028261150396440716,0.18439694095076067,1.9497724357551114,-0.03463320843337174,-0.05544392206768726,0.03620606982507689,0.16626397228457734,-0.022442697831398968,0.04470158726918745,-0.030002531146167646,-10.769804660640602,16.606168317036758,-36.20792740678838
2017-12-01,-1440.2145860315293,-5.059053670246424,-0.47910382500866167,0.09670959494263909,-11.577046720766903,-0.5657333326943256,-0.026788229963046528,-0.0045439076435336845,-0.08018517867716302,-13.31429841655337,1.2995568698683633,126.86907331219516,10.142385499811931,13.72907053450356,-0.25636558994159064,6.352292757888234e-4,0.32970057899202876,0.22812520754210042,-0.09129919598207842,-0.16820519368267298,0.06794691448734175,-0.07638513907352146,118.76458361301502,0.5184959107721101,0.2722160302924983,0.3515722445003052,0.6082503207703388,0.401568406346347,0.10862245845068655,0.03217472025201822,-0.5218251314370813,0.1315252570898547,-0.12657908528544198,28.376756973592173,-0.39480050582715204,-0.27163969441301894,-0.07715548755003547,0.1447707659266884,-0.6341518242964063,0.3469041714778235,-0.03282837012101987,0.21361080070024835,-0.540445857582117,-0.10678251858209269,100.5240117359707,-0.10705497794015816,-0.18686339138829008,-0.13675332279189978,-0.3462561185029807,0.10086521667704472,0.3370724546006008,-0.1093249173610353,0.026753969326016192,-0.028261150396440716,0.18439694095076067,1.9497724357551114,-0.03463320843337174,-0.05544392206768726,0.03620606982507689,0.16626397228457734,-0.022442697831398968,0.04470158726918745,-0.030002531146167646,-47.46551395167058,5.521551412114689,-19.651632918508362
2018-01-01,-1440.2145860315293,8.185367285815035,-0.47910382500866167,0.09670959494263909,2.3421364383957903,-0.5657333326943256,-0.026788229963046528,-0.0045439076435336845,-0.08018517867716302,9.96577479690142,1.1294677359740526,130.62037145123918,13.501750913189817,14.075600495693688,-0.25636558994159064,6.352292757888234e-4,0.32970057899202876,0.22812520754210042,-0.09129919598207842,-0.16820519368267298,0.06794691448734175,-0.07638513907352146,135.35090448529516,0.5184959107721101,0.2722160302924983,0.3515722445003052,0.6082503207703388,0.401568406346347,0.10862245845068655,0.03217472025201822,-0.5218251314370813,0.1315252570898547,-0.12657908528544198,17.736802036922164,-0.39480050582715204,-0.27163969441301894,-0.07715548755003547,0.1447707659266884,-0.6341518242964063,0.3469041714778235,-0.03282837012101987,0.21361080070024835,-0.540445857582117,-0.10678251858209269,103.64330491389104,-0.10705497794015816,-0.18686339138829008,-0.13675332279189978,-0.3462561185029807,0.10086521667704472,0.3370724546006008,-0.1093249173610353,0.026753969326016192,-0.028261150396440716,0.18439694095076067,1.9497724357551114,-0.03463320843337174,-0.05544392206768726,0.03620606982507689,0.16626397228457734,-0.022442697831398968,0.04470158726918745,-0.030002531146167646,-2.860853413224941,10.962176814513205,12.903411639051416
2018-02-01,-1440.2145860315293,24.11617006679439,-0.47910382500866167,0.09670959494263909,12.794460373118596,-0.5657333326943256,-0.026788229963046528,-0.0045439076435336845,-0.08018517867716302,-0.7464659664078688,-4.903153977524974,134.37166959028323,3.643076484764543,-0.002081419238414206,-0.25636558994159064,6.352292757888234e-4,0.32970057899202876,0.22812520754210042,-0.09129919598207842,-0.16820519368267298,0.06794691448734175,-0.07638513907352146,151.9372253575753,0.5184959107721101,0.2722160302924983,0.3515722445003052,0.6082503207703388,0.401568406346347,0.10862245845068655,0.03217472025201822,-0.5218251314370813,0.1315252570898547,-0.12657908528544198,27.12713609458594,-0.39480050582715204,-0.27163969441301894,-0.07715548755003547,0.1447707659266884,-0.6341518242964063,0.3469041714778235,-0.03282837012101987,0.21361080070024835,-0.540445857582117,-0.10678251858209269,114.15284525103844,-0.10705497794015816,-0.18686339138829008,-0.13675332279189978,-0.3462561185029807,0.10086521667704472,0.3370724546006008,-0.1093249173610353,0.026753969326016192,-0.028261150396440716,0.18439694095076067,1.9497724357551114,-0.03463320843337174,-0.05544392206768726,0.03620606982507689,0.16626397228457734,-0.022442697831398968,0.04470158726918745,-0.030002531146167646,-42.09898310763374,0.40501813775110196,12.79110100886912
2018-03-01,-1440.2145860315293,39.39772140519872,-0.47910382500866167,0.09670959494263909,7.02607795015999,-0.5657333326943256,-0.026788229963046528,-0.0045439076435336845,-0.08018517867716302,-12.41441617742054,-6.159834365700204,138.12296772932726,6.675147772721108,10.026179434937891,-0.25636558994159064,6.352292757888234e-4,0.32970057899202876,0.22812520754210042,-0.09129919598207842,-0.16820519368267298,0.06794691448734175,-0.07638513907352146,168.5235462298554,0.5184959107721101,0.2722160302924983,0.3515722445003052,0.6082503207703388,0.401568406346347,0.10862245845068655,0.03217472025201822,-0.5218251314370813,0.1315252570898547,-0.12657908528544198,36.53587654281585,-0.39480050582715204,-0.27163969441301894,-0.07715548755003547,0.1447707659266884,-0.6341518242964063,0.3469041714778235,-0.03282837012101987,0.21361080070024835,-0.540445857582117,-0.10678251858209269,116.39312686802339,-0.10705497794015816,-0.18686339138829008,-0.13675332279189978,-0.3462561185029807,0.10086521667704472,0.3370724546006008,-0.1093249173610353,0.026753969326016192,-0.028261150396440716,0.18439694095076067,1.9497724357551114,-0.03463320843337174,-0.05544392206768726,0.03620606982507689,0.16626397228457734,-0.022442697831398968,0.04470158726918745,-0.030002531146167646,-6.211445176615573,3.7690733647830243,-6.351209288582465
2018-04-01,-1440.2145860315293,42.94673999954024,-0.47910382500866167,0.09670959494263909,8.774554395308781,-0.5657333326943256,-0.026788229963046528,-0.0045439076435336845,-0.08018517867716302,0.9569657735333228,11.126587366403182,141.8742658683713,3.1863483089280766,14.675805037874742,-0.25636558994159064,6.352292757888234e-4,0.32970057899202876,0.22812520754210042,-0.09129919598207842,-0.16820519368267298,0.06794691448734175,-0.07638513907352146,185.10986710213555,0.5184959107721101,0.2722160302924983,0.3515722445003052,0.6082503207703388,0.401568406346347,0.10862245845068655,0.03217472025201822,-0.5218251314370813,0.1315252570898547,-0.12657908528544198,53.5438561406203,-0.39480050582715204,-0.27163969441301894,-0.07715548755003547,0.1447707659266884,-0.6341518242964063,0.3469041714778235,-0.03282837012101987,0.21361080070024835,-0.540445857582117,-0.10678251858209269,114.20422362871545,-0.10705497794015816,-0.18686339138829008,-0.13675332279189978,-0.3462561185029807,0.10086521667704472,0.3370724546006008,-0.1093249173610353,0.026753969326016192,-0.028261150396440716,0.18439694095076067,1.9497724357551114,-0.03463320843337174,-0.05544392206768726,0.03620606982507689,0.16626397228457734,-0.022442697831398968,0.04470158726918745,-0.030002531146167646,-43.15230935650855,-9.66288458682384,-14.292179949339179
2018-05-01,-1440.2145860315293,46.16923590495856,-0.47910382500866167,0.09670959494263909,-3.6294431230557898,-0.5657333326943256,-0.026788229963046528,-0.0045439076435336845,-0.08018517867716302,4.208823406092831,6.0869951042707235,145.62556400741533,7.9819692879267645,8.215775580636368,-0.25636558994159064,6.352292757888234e-4,0.32970057899202876,0.22812520754210042,-0.09129919598207842,-0.16820519368267298,0.06794691448734175,-0.07638513907352146,201.69618797441566,0.5184959107721101,0.2722160302924983,0.3515722445003052,0.6082503207703388,0.401568406346347,0.10862245845068655,0.03217472025201822,-0.5218251314370813,0.1315252570898547,-0.12657908528544198,64.87474664339848,-0.39480050582715204,-0.27163969441301894,-0.07715548755003547,0.1447707659266884,-0.6341518242964063,0.3469041714778235,-0.03282837012101987,0.21361080070024835,-0.540445857582117,-0.10678251858209269,104.20815350066796,-0.10705497794015816,-0.18686339138829008,-0.13675332279189978,-0.3462561185029807,0.10086521667704472,0.3370724546006008,-0.1093249173610353,0.026753969326016192,-0.028261150396440716,0.18439694095076067,1.9497724357551114,-0.03463320843337174,-0.05544392206768726,0.03620606982507689,0.16626397228457734,-0.022442697831398968,0.04470158726918745,-0.030002531146167646,-5.922676900681818,-1.3972056606400798,-26.115930130272055
